Category,Rating,Reviews,Size,Installs,Content Rating,Current Ver,Android Ver,Main_Genre,Days_Since_Last_Update
DATING,3.9,8723,13000.0,500000,Mature 17+,15.8,4.1 and up,Dating,1931
DATING,4.3,23170,9000.0,500000,Mature 17+,1.5.4.0,4.1 and up,Dating,1896
DATING,3.4,13890,20000.0,500000,Mature 17+,4.9.2 (Oasis),4.2 and up,Dating,1932
DATING,4.2,57083,7900.0,1000000,Mature 17+,1.31.3,4.0.3 and up,Dating,1894
DATING,4.1,537,28000.0,100000,Mature 17+,2.0.0,4.1 and up,Dating,2014
DATING,4.0,13440,49000.0,500000,Mature 17+,3.10.5,4.0.3 and up,Dating,1887
DATING,3.6,143,27000.0,10000,Mature 17+,2.2.7,4.1 and up,Dating,1898
DATING,4.2,1059,18000.0,100000,Mature 17+,1.17,4.2 and up,Dating,1895
DATING,3.5,894,14000.0,100000,Mature 17+,3.1.3,4.1 and up,Dating,1904
DATING,4.0,6191,27000.0,500000,Mature 17+,0.0.73,4.1 and up,Dating,1909
DATING,4.1,2212,41000.0,100000,Mature 17+,2.0.5,4.0.3 and up,Dating,1931
DATING,4.1,15081,38000.0,1000000,Mature 17+,4.7.6,4.1 and up,Dating,1895
DATING,2.8,80,5500.0,10000,Teen,1.0,4.0.3 and up,Dating,2157
DATING,4.4,218,27000.0,10000,Mature 17+,5.2.9,4.1 and up,Dating,1898
DATING,4.4,35205,7200.0,1000000,Everyone,2.9.6,4.0 and up,Dating,1961
DATING,4.2,243950,21000.0,10000000,Mature 17+,4.3.2,4.1 and up,Dating,1972
DATING,4.1,236,8800.0,10000,Mature 17+,3.9.2,4.0.3 and up,Dating,2014
DATING,4.2,5152,38000.0,100000,Mature 17+,3.6.3,4.1 and up,Dating,1895
DATING,3.9,1576,14000.0,10000,Mature 17+,4.4.1,4.1 and up,Dating,2055
DATING,4.1,6701,11000.0,1000000,Mature 17+,5.16.2,4.0.3 and up,Dating,1922
DATING,4.2,40039,6500.0,1000000,Mature 17+,1.31.3,4.0.3 and up,Dating,1894
DATING,3.9,742,26000.0,50000,Mature 17+,5.3.3.13289,4.0.3 and up,Dating,2005
DATING,4.0,187,19000.0,10000,Mature 17+,1.17,4.2 and up,Dating,1895
DATING,4.2,2506,6100.0,500000,Mature 17+,3.0.0,4.0 and up,Dating,2301
DATING,4.5,182986,77000.0,5000000,Mature 17+,5.0.8,4.1 and up,Dating,1888
DATING,3.9,8661,9500.0,1000000,Mature 17+,0.1.11,4.0 and up,Dating,2009
DATING,3.6,8,14000.0,1000,Mature 17+,1.4.0,4.4 and up,Dating,1892
DATING,4.4,59,38000.0,5000,Everyone,1.0.1,4.3 and up,Dating,1902
DATING,3.5,35,16000.0,1000,Mature 17+,2.4,4.0.3 and up,Dating,1905
DATING,4.4,28,3400.0,500,Everyone,2.5,4.0.3 and up,Dating,1905
DATING,4.8,125,4700.0,5000,Mature 17+,8.2,4.0.3 and up,Dating,1913
DATING,4.6,185,5000.0,10000,Mature 17+,8.2,4.0.3 and up,Dating,1905
DATING,4.7,6,4900.0,100,Mature 17+,1.0,4.0.3 and up,Dating,1897
DATING,4.8,110,4900.0,10000,Mature 17+,8.2,4.0.3 and up,Dating,1912
DATING,2.7,3,3900.0,100,Mature 17+,1.0.0,4.4 and up,Dating,1904
DATING,5.0,5,4400.0,1000,Mature 17+,3.0,4.0.3 and up,Dating,1904
DATING,4.8,84,4500.0,1000,Mature 17+,8.2,4.0.3 and up,Dating,1915
DATING,5.0,2,70000.0,100,Mature 17+,2.2.9,4.4 and up,Dating,1897
DATING,4.8,20,4900.0,500,Mature 17+,8.2,4.0.3 and up,Dating,1906
DATING,4.9,776,4900.0,5000,Mature 17+,8.2,4.0.3 and up,Dating,1907
DATING,3.0,2,16000.0,100,Mature 17+,2.5,4.0.3 and up,Dating,1904
DATING,4.7,14,21000.0,5000,Mature 17+,1.3,4.1 and up,Dating,1887
DATING,1.0,1,9200.0,10,Mature 17+,3.52,4.0.3 and up,Dating,1890
DATING,5.0,5,9300.0,500,Teen,4.0,4.0.3 and up,Dating,1907
DATING,4.7,18,5000.0,500,Mature 17+,8.2,4.0.3 and up,Dating,1896
DATING,5.0,6,5000.0,100,Mature 17+,8.2,4.0.3 and up,Dating,1889
DATING,5.0,5,5000.0,100,Mature 17+,8.2,4.0.3 and up,Dating,1888
DATING,3.0,1,5500.0,500,Mature 17+,1.0,4.0.3 and up,Dating,1902
DATING,4.1,11,11000.0,1000,Mature 17+,1.1,4.0 and up,Dating,1907
DATING,5.0,3,25000.0,100,Mature 17+,1.2.9,4.1 and up,Dating,1901
DATING,3.7,101,15000.0,10000,Mature 17+,2,4.1 and up,Dating,1897
DATING,4.5,120,10000.0,500,Mature 17+,1.5-beta,5.0 and up,Dating,1886
DATING,4.2,24,4900.0,1000,Mature 17+,1.0,4.0.3 and up,Dating,1910
DATING,4.3,6,9000.0,100,Mature 17+,3.7,4.0.3 and up,Dating,1895
DATING,4.1,4954,15000.0,1000000,Teen,8.7.2,4.2 and up,Dating,1889
DATING,1.9,954,19000.0,100000,Mature 17+,6.3.7,5.0 and up,Dating,1903
DATING,4.1,2560,56000.0,100000,Mature 17+,2.5.2,4.1 and up,Dating,1889
DATING,4.4,59,38000.0,5000,Everyone,1.0.1,4.3 and up,Dating,1902
DATING,3.9,10212,5000.0,1000000,Mature 17+,1.9.7,4.4 and up,Dating,1896
DATING,3.9,105,27000.0,5000,Mature 17+,1.0.4,4.4 and up,Dating,1932
DATING,4.0,42197,14000.0,5000000,Mature 17+,Varies with device,Varies with device,Dating,1897
DATING,4.4,28,3400.0,500,Everyone,2.5,4.0.3 and up,Dating,1905
DATING,4.7,6,4900.0,100,Mature 17+,1.0,4.0.3 and up,Dating,1897
DATING,3.8,5168,25000.0,100000,Mature 17+,3.8.75a,4.0.3 and up,Dating,1897
DATING,4.4,12633,29000.0,1000000,Mature 17+,3.5.0.1,4.1 and up,Dating,1894
DATING,4.4,41605,8100.0,500000,Mature 17+,4.813,4.0.3 and up,Dating,1895
DATING,3.6,8,14000.0,1000,Mature 17+,1.4.0,4.4 and up,Dating,1892
DATING,4.4,218,27000.0,10000,Mature 17+,5.2.9,4.1 and up,Dating,1898
DATING,2.7,3,3900.0,100,Mature 17+,1.0.0,4.4 and up,Dating,1904
DATING,4.3,2433,13000.0,500000,Mature 17+,12.0.4,4.1 and up,Dating,1895
DATING,4.6,185,5000.0,10000,Mature 17+,8.2,4.0.3 and up,Dating,1905
DATING,2.8,80,5500.0,10000,Teen,1.0,4.0.3 and up,Dating,2157
DATING,3.5,35,16000.0,1000,Mature 17+,2.4,4.0.3 and up,Dating,1905
DATING,3.4,5,14000.0,500,Mature 17+,1.2,4.1 and up,Dating,1912
DATING,4.8,125,4700.0,5000,Mature 17+,8.2,4.0.3 and up,Dating,1913
DATING,4.7,791,3700.0,10000,Mature 17+,8.2,4.0.3 and up,Dating,1967
DATING,4.8,110,4900.0,10000,Mature 17+,8.2,4.0.3 and up,Dating,1912
DATING,4.8,5323,3500.0,50000,Mature 17+,8.2,4.0.3 and up,Dating,1991
DATING,4.7,478,4500.0,10000,Mature 17+,8.2,4.0.3 and up,Dating,1923
DATING,4.1,825,14000.0,100000,Mature 17+,1.0.5,4.0 and up,Dating,2105
DATING,3.5,69,36000.0,5000,Mature 17+,1.0.82,4.4 and up,Dating,1886
DATING,4.7,158,4500.0,10000,Mature 17+,8.2,4.0.3 and up,Dating,1916
DATING,3.8,24,19000.0,1000,Mature 17+,1.0.5,4.0 and up,Dating,1888
DATING,2.9,53,14000.0,10000,Mature 17+,4.1,4.1 and up,Dating,1911
DATING,4.5,182986,77000.0,5000000,Mature 17+,5.0.8,4.1 and up,Dating,1888
DATING,3.3,1157,21000.0,100000,Mature 17+,5.0.1,4.2 and up,Dating,2440
DATING,4.1,97699,7900.0,1000000,Mature 17+,1.230,4.0.3 and up,Dating,1911
EDUCATION,4.7,6289924,14000.0,100000000,Everyone,Varies with device,Varies with device,Education,1889
EDUCATION,4.6,181893,18000.0,10000000,Everyone 10+,3.2.5,4.1 and up,Education,1894
EDUCATION,4.7,2544,18000.0,100000,Everyone,3.1,4.0 and up,Education,2104
EDUCATION,4.6,85375,21000.0,5000000,Everyone,5.0.0,4.1 and up,Education,1894
EDUCATION,4.7,314299,3300.0,10000000,Everyone,1.94.9,4.0 and up,Education,1980
EDUCATION,4.5,9770,39000.0,5000000,Everyone,1.2.8,4.0 and up,Education,2046
EDUCATION,4.7,32346,3200.0,1000000,Everyone,1.3.8,4.0 and up,Education,2115
EDUCATION,4.8,4075,5100.0,500000,Everyone,2.1.8,4.0.3 and up,Education,1929
EDUCATION,4.6,10611,11000.0,500000,Everyone,2.3.7,4.0 and up,Education,1955
EDUCATION,4.6,9321,27000.0,1000000,Everyone,2.9.0,4.0 and up,Education,1903
EDUCATION,4.6,56065,37000.0,1000000,Everyone,3.3,4.1 and up,Education,1895
EDUCATION,4.2,14286,14000.0,5000000,Everyone,Varies with device,4.1 and up,Education,1986
EDUCATION,4.9,133136,26000.0,1000000,Everyone,2.16.11.10,4.2 and up,Education,1901
EDUCATION,3.8,2469,11000.0,500000,Everyone,Varies with device,Varies with device,Education,2020
EDUCATION,4.2,36212,14000.0,5000000,Everyone,Varies with device,Varies with device,Education,1909
EDUCATION,4.4,390,41000.0,500000,Everyone,1.1.6,4.0 and up,Education,2068
EDUCATION,4.4,1090,49000.0,1000000,Everyone,1.2.0,4.0 and up,Education,2068
EDUCATION,4.3,266948,21000.0,10000000,Everyone,20.7.2,4.4 and up,Education,1891
EDUCATION,4.5,342918,8100.0,10000000,Everyone,2.24,4.0 and up,Education,1892
EDUCATION,4.4,748,51000.0,1000000,Everyone,1.0.9,2.3 and up,Education,2448
EDUCATION,4.6,172640,14000.0,5000000,Everyone,2.6.2,4.1 and up,Education,1980
EDUCATION,3.9,61,18000.0,50000,Mature 17+,1.4.2,5.0 and up,Education,1954
EDUCATION,4.4,1619,3000.0,1000000,Everyone,1.2,1.6 and up,Education,1901
EDUCATION,4.3,3168,19000.0,1000000,Everyone,3.1,4.4 and up,Education,2168
EDUCATION,4.4,29855,14000.0,1000000,Mature 17+,Varies with device,Varies with device,Education,1892
EDUCATION,4.2,6736,22000.0,1000000,Mature 17+,2.51.0,4.0.3 and up,Education,2177
EDUCATION,4.4,7005,6900.0,1000000,Everyone,1.17,2.3 and up,Education,2536
EDUCATION,4.0,889,7400.0,500000,Everyone,2.2.4,4.2 and up,Education,2034
EDUCATION,4.2,5741,84000.0,1000000,Everyone,3.7.0,4.4 and up,Education,1896
EDUCATION,3.8,27572,25000.0,5000000,Everyone,3.0,2.3 and up,Education,2169
EDUCATION,4.5,10852,18000.0,1000000,Everyone,10,4.1 and up,Education,2135
EDUCATION,4.7,9888,14000.0,500000,Everyone,Varies with device,4.1 and up,Education,1891
EDUCATION,4.5,1929,2500.0,500000,Everyone,1.1,2.3 and up,Education,2196
EDUCATION,4.3,1516,3900.0,100000,Everyone,3.1,4.1 and up,Education,1893
EDUCATION,4.2,215301,14000.0,10000000,Everyone,Varies with device,Varies with device,Education,1889
EDUCATION,4.3,423,21000.0,100000,Everyone,6.0,4.0.3 and up,Education,2009
EDUCATION,4.7,254519,27000.0,5000000,Everyone,2.8.1,4.1 and up,Education,1901
EDUCATION,4.7,1107903,14000.0,10000000,Everyone,Varies with device,Varies with device,Education,1888
EDUCATION,4.6,85375,21000.0,5000000,Everyone,5.0.0,4.1 and up,Education,1894
EDUCATION,4.6,181893,18000.0,10000000,Everyone 10+,3.2.5,4.1 and up,Education,1894
EDUCATION,4.6,211856,14000.0,10000000,Everyone,Varies with device,Varies with device,Education,1889
EDUCATION,4.5,99020,18000.0,1000000,Everyone,5.0.4,5.0 and up,Education,1888
EDUCATION,4.4,90481,14000.0,5000000,Everyone,Varies with device,Varies with device,Education,1894
EDUCATION,4.6,32381,10000.0,1000000,Everyone 10+,2.15.1,4.1 and up,Education,1906
EDUCATION,4.5,248912,14000.0,5000000,Everyone,Varies with device,Varies with device,Education,1891
EDUCATION,4.5,248555,14000.0,5000000,Everyone,Varies with device,4.0.3 and up,Education,1959
EDUCATION,4.2,215301,14000.0,10000000,Everyone,Varies with device,Varies with device,Education,1889
EDUCATION,4.4,272145,14000.0,10000000,Everyone,3.14.15,5.0 and up,Education,1887
EDUCATION,4.4,56897,97000.0,1000000,Everyone,1.10.0,4.1 and up,Education,2451
EDUCATION,4.2,8599,17000.0,1000000,Everyone,4.9.10,4.1 and up,Education,1910
EDUCATION,4.5,41185,14000.0,1000000,Everyone,Varies with device,Varies with device,Education,1887
EDUCATION,4.1,29980,14000.0,1000000,Everyone,Varies with device,Varies with device,Education,2238
EDUCATION,4.0,304,2000.0,10000,Everyone,1.3.0,4.0 and up,Education,2647
EDUCATION,4.1,358,1900.0,50000,Everyone,1.1,2.3 and up,Education,3330
EDUCATION,4.3,11904,1800.0,1000000,Everyone,2.0,2.3 and up,Education,2964
EDUCATION,4.3,22251,1800.0,1000000,Everyone,3.0,2.3 and up,Education,3019
EDUCATION,4.3,22384,17000.0,1000000,Everyone,4.7.0,5.0 and up,Education,1890
EDUCATION,4.5,99020,18000.0,1000000,Everyone,5.0.4,5.0 and up,Education,1888
EDUCATION,4.6,73404,5300.0,1000000,Everyone,4.5.2,4.0 and up,Education,2108
EDUCATION,4.1,12733,14000.0,1000000,Everyone,Varies with device,Varies with device,Education,1962
EDUCATION,4.6,25183,5400.0,1000000,Everyone,5.7.2,4.0 and up,Education,2108
EDUCATION,4.7,52743,5400.0,1000000,Everyone,3.5.2,4.0 and up,Education,2108
EDUCATION,4.7,61749,5400.0,1000000,Everyone,5.5.2,4.0 and up,Education,2108
EDUCATION,4.3,55704,15000.0,1000000,Everyone,4.2.8,4.1 and up,Education,1886
EDUCATION,4.7,19277,5300.0,1000000,Everyone,3.4.2,4.0 and up,Education,2108
EDUCATION,4.6,13612,48000.0,100000,Everyone,7.2.3633,4.4 and up,Education,1972
EDUCATION,4.6,37862,5400.0,1000000,Everyone,1.8.1,4.1 and up,Education,1944
EDUCATION,4.6,18372,47000.0,100000,Everyone,7.2.3634,4.4 and up,Education,1961
EDUCATION,4.3,656,0.556,10000,Everyone,1.1,2.2 and up,Education,3371
EDUCATION,4.2,240,29000.0,10000,Everyone,1.2.0,2.3.3 and up,Education,3079
EDUCATION,4.0,275,2300.0,50000,Everyone,2.9,2.1 and up,Education,3592
EDUCATION,4.5,13791,14000.0,500000,Everyone,Varies with device,Varies with device,Education,1945
EDUCATION,4.2,3692,4400.0,100000,Everyone,4.1.3,2.3.3 and up,Education,2994
EDUCATION,4.1,2363,6600.0,100000,Everyone,2.48,4.0 and up,Education,2511
EDUCATION,4.4,1769,14000.0,100000,Everyone,Varies with device,Varies with device,Education,1910
EDUCATION,4.0,430,0.526,10000,Everyone,1.2,2.1 and up,Education,3371
EDUCATION,4.5,756,12000.0,100000,Everyone,3.2.0,4.1 and up,Education,1933
EDUCATION,4.4,3963,14000.0,100000,Everyone,Varies with device,Varies with device,Education,1945
EDUCATION,4.0,316,29000.0,50000,Everyone,1.4,4.0 and up,Education,2421
EDUCATION,4.2,642,14000.0,50000,Everyone,Varies with device,Varies with device,Education,1946
EDUCATION,4.3,1058,14000.0,100000,Everyone,Varies with device,Varies with device,Education,1933
EDUCATION,4.2,2277,14000.0,100000,Everyone,Varies with device,Varies with device,Education,2156
EDUCATION,4.6,85375,21000.0,5000000,Everyone,5.0.0,4.1 and up,Education,1894
EDUCATION,4.6,181893,18000.0,10000000,Everyone 10+,3.2.5,4.1 and up,Education,1894
EDUCATION,4.7,6290507,14000.0,100000000,Everyone,Varies with device,Varies with device,Education,1889
EDUCATION,4.6,211856,14000.0,10000000,Everyone,Varies with device,Varies with device,Education,1889
EDUCATION,4.4,90481,14000.0,5000000,Everyone,Varies with device,Varies with device,Education,1894
EDUCATION,4.5,99020,18000.0,1000000,Everyone,5.0.4,5.0 and up,Education,1888
EDUCATION,4.3,22384,17000.0,1000000,Everyone,4.7.0,5.0 and up,Education,1890
EDUCATION,4.6,32380,10000.0,1000000,Everyone 10+,2.15.1,4.1 and up,Education,1906
EDUCATION,4.5,172505,76000.0,5000000,Everyone,5.2.1,5.0 and up,Education,1924
EDUCATION,4.2,69493,14000.0,10000000,Everyone,Varies with device,Varies with device,Education,1902
EDUCATION,4.2,8599,17000.0,1000000,Everyone,4.9.10,4.1 and up,Education,1910
EDUCATION,4.7,1107884,14000.0,10000000,Everyone,Varies with device,Varies with device,Education,1888
EDUCATION,4.5,41185,14000.0,1000000,Everyone,Varies with device,Varies with device,Education,1887
EDUCATION,4.6,7973,18000.0,1000000,Everyone,0.29.74,4.4 and up,Education,1894
EDUCATION,4.3,266935,21000.0,10000000,Everyone,20.7.2,4.4 and up,Education,1891
EDUCATION,4.2,5695,14000.0,1000000,Everyone,Varies with device,Varies with device,Education,2196
EDUCATION,4.7,142632,6900.0,5000000,Everyone,2.8,4.1 and up,Education,1909
EDUCATION,4.7,6290507,14000.0,100000000,Everyone,Varies with device,Varies with device,Education,1889
EDUCATION,4.4,55256,14000.0,5000000,Everyone,10.9.1,4.0 and up,Education,1932
EDUCATION,4.5,172508,76000.0,5000000,Everyone,5.2.1,5.0 and up,Education,1924
EDUCATION,4.4,54798,11000.0,1000000,Everyone,20.7.2,4.4 and up,Education,1891
EDUCATION,4.0,4815,19000.0,500000,Everyone,4.2.3,4.2 and up,Education,1904
EDUCATION,4.6,75112,6500.0,1000000,Everyone,2.09,4.1 and up,Education,2152
EDUCATION,4.4,33646,7000.0,1000000,Everyone,2.3.9,4.0 and up,Education,1906
EDUCATION,4.7,1107903,14000.0,10000000,Everyone,Varies with device,Varies with device,Education,1888
EDUCATION,4.7,314300,3300.0,10000000,Everyone,1.94.9,4.0 and up,Education,1980
EDUCATION,4.3,206527,21000.0,10000000,Everyone 10+,13.9.0.161,5.0 and up,Education,1889
EDUCATION,4.1,9348,14000.0,1000000,Everyone,Varies with device,Varies with device,Education,2680
EDUCATION,4.2,3816,2600.0,500000,Everyone,3.6.0.115_FN,2.3 and up,Education,2708
EDUCATION,4.3,47847,21000.0,1000000,Everyone,6.1.3,4.0.3 and up,Education,2303
EDUCATION,4.3,16195,5200.0,1000000,Everyone,8.5.2,4.0 and up,Education,2569
EDUCATION,4.3,206,18000.0,50000,Everyone,1.12.1,2.3 and up,Education,2478
EDUCATION,4.0,28392,14000.0,1000000,Everyone,Varies with device,Varies with device,Education,2036
EDUCATION,4.2,3241,16000.0,100000,Everyone,4.8.2,4.0.3 and up,Education,1889
EDUCATION,4.0,835,15000.0,100000,Everyone,2.3.1,2.3 and up,Education,2478
EDUCATION,4.0,2525,1200.0,100000,Everyone,15.9.4,4.0 and up,Education,3187
EDUCATION,3.8,828,14000.0,100000,Everyone,Varies with device,Varies with device,Education,2193
EDUCATION,4.6,211856,14000.0,10000000,Everyone,Varies with device,Varies with device,Education,1889
EDUCATION,4.1,200058,18000.0,10000000,Everyone,9.12.5,4.0.3 and up,Education,1901
EDUCATION,3.9,1239,1800.0,100000,Everyone,4.4.1,3.2 and up,Education,2622
EDUCATION,4.1,702,7600.0,10000,Everyone,5.0,4.4 and up,Education,2178
EDUCATION,4.5,108613,14000.0,10000000,Everyone,Varies with device,Varies with device,Education,1887
EDUCATION,4.2,69498,14000.0,10000000,Everyone,Varies with device,Varies with device,Education,1902
EDUCATION,4.4,148550,59000.0,10000000,Everyone,4.21.1,4.1 and up,Education,1887
EDUCATION,4.7,6290507,14000.0,100000000,Everyone,Varies with device,Varies with device,Education,1889
EDUCATION,4.0,3847,6900.0,500000,Everyone,3.1.3,3.0 and up,Education,2169
EDUCATION,4.4,55256,14000.0,5000000,Everyone,10.9.1,4.0 and up,Education,1932
EDUCATION,4.4,84309,41000.0,5000000,Everyone,2.6.6,4.1 and up,Education,1896
EDUCATION,4.0,4815,19000.0,500000,Everyone,4.2.3,4.2 and up,Education,1904
EDUCATION,4.5,172508,76000.0,5000000,Everyone,5.2.1,5.0 and up,Education,1924
EDUCATION,4.7,1107948,14000.0,10000000,Everyone,Varies with device,Varies with device,Education,1888
EDUCATION,4.3,266948,21000.0,10000000,Everyone,20.7.2,4.4 and up,Education,1891
EDUCATION,4.5,14206,21000.0,500000,Everyone,1.16,3.0 and up,Education,1895
EDUCATION,4.3,206532,21000.0,10000000,Everyone 10+,13.9.0.161,5.0 and up,Education,1889
EDUCATION,4.1,9348,14000.0,1000000,Everyone,Varies with device,Varies with device,Education,2680
EDUCATION,4.3,14700,21000.0,1000000,Everyone,5.7.0,4.4 and up,Education,1891
EDUCATION,4.5,42828,14000.0,1000000,Everyone,Varies with device,Varies with device,Education,1901
EDUCATION,4.2,40209,14000.0,1000000,Everyone,Varies with device,Varies with device,Education,1958
EDUCATION,4.6,37862,5400.0,1000000,Everyone,1.8.1,4.1 and up,Education,1944
EDUCATION,3.5,1405,7300.0,100000,Everyone,2.4.4,4.0 and up,Education,2014
EDUCATION,4.2,69498,14000.0,10000000,Everyone,Varies with device,Varies with device,Education,1902
EDUCATION,4.4,148549,59000.0,10000000,Everyone,4.21.1,4.1 and up,Education,1887
EDUCATION,4.4,84311,41000.0,5000000,Everyone,2.6.6,4.1 and up,Education,1896
EDUCATION,4.6,211856,14000.0,10000000,Everyone,Varies with device,Varies with device,Education,1889
EDUCATION,4.3,206532,21000.0,10000000,Everyone 10+,13.9.0.161,5.0 and up,Education,1889
EDUCATION,4.5,172508,76000.0,5000000,Everyone,5.2.1,5.0 and up,Education,1924
EDUCATION,4.8,256079,7600.0,1000000,Teen,2.2.4,4.0.3 and up,Education,1909
EDUCATION,4.4,2078,14000.0,100000,Everyone,1.0.2,4.1 and up,Education,2109
EDUCATION,4.1,16103,13000.0,1000000,Everyone,5.7.1,4.1 and up,Education,1890
EDUCATION,4.9,11,63000.0,1000,Everyone,1.0,4.0.3 and up,Education,2262
EDUCATION,4.7,21,44000.0,1000,Everyone,1.3,4.1 and up,Education,2265
EDUCATION,4.7,31085,24000.0,500000,Everyone,1.5-play,4.4 and up,Education,1915
EDUCATION,4.7,3528,24000.0,100000,Everyone,1.1.1-play,4.4 and up,Education,1939
ENTERTAINMENT,4.4,5456208,14000.0,100000000,Teen,Varies with device,Varies with device,Entertainment,1890
ENTERTAINMENT,4.0,11656,4500.0,1000000,Everyone,1.02,4.0.3 and up,Entertainment,2082
ENTERTAINMENT,4.2,28948,14000.0,1000000,Teen,Varies with device,Varies with device,Entertainment,1886
ENTERTAINMENT,4.3,296771,11000.0,10000000,Teen,2.13.5,4.1 and up,Entertainment,1906
ENTERTAINMENT,4.5,470089,14000.0,50000000,Everyone,3.43.3,4.1 and up,Entertainment,1887
ENTERTAINMENT,3.5,10939,4600.0,10000000,Everyone,2.05.0010,5.0 and up,Entertainment,2714
ENTERTAINMENT,4.2,98509,14000.0,5000000,Everyone,Varies with device,Varies with device,Entertainment,1923
ENTERTAINMENT,3.1,5241,14000.0,5000000,Everyone,Varies with device,6.0 and up,Entertainment,1945
ENTERTAINMENT,4.6,22508,3300.0,10000000,Everyone,v1.8b22p13,4.2 and up,Entertainment,3001
ENTERTAINMENT,4.2,10291,6500.0,5000000,Teen,3.7.3,4.0.3 and up,Entertainment,1886
ENTERTAINMENT,4.3,7165362,14000.0,1000000000,Teen,Varies with device,Varies with device,Entertainment,1905
ENTERTAINMENT,4.3,4885646,14000.0,100000000,Teen,Varies with device,Varies with device,Entertainment,1887
ENTERTAINMENT,4.1,141980,14000.0,5000000,Teen,Varies with device,Varies with device,Entertainment,1891
ENTERTAINMENT,3.8,6979,12000.0,1000000,Everyone,1.03,4.0 and up,Entertainment,1916
ENTERTAINMENT,3.4,46618,14000.0,5000000,Teen,Varies with device,Varies with device,Entertainment,1902
ENTERTAINMENT,4.3,103078,5600.0,5000000,Everyone,4.6.2,2.3.3 and up,Entertainment,1916
ENTERTAINMENT,4.4,17682,9700.0,1000000,Everyone,5.2,4.0.3 and up,Entertainment,1887
ENTERTAINMENT,4.4,37000,15000.0,1000000,Mature 17+,4.0.5,4.1 and up,Entertainment,1930
ENTERTAINMENT,4.0,175528,14000.0,10000000,Everyone,Varies with device,Varies with device,Entertainment,1887
ENTERTAINMENT,3.7,1828284,52000.0,100000000,Everyone,2.8.2,4.1 and up,Entertainment,1909
ENTERTAINMENT,3.9,34923,14000.0,5000000,Teen,Varies with device,Varies with device,Entertainment,1894
ENTERTAINMENT,4.5,684116,14000.0,10000000,Teen,Varies with device,4.2 and up,Entertainment,1890
ENTERTAINMENT,4.4,46916,4500.0,1000000,Everyone,7.3,4.2 and up,Entertainment,1903
ENTERTAINMENT,4.3,407698,14000.0,10000000,Teen,Varies with device,Varies with device,Entertainment,1894
ENTERTAINMENT,4.2,702975,49000.0,50000000,Everyone,2.6.6.11,4.1 and up,Entertainment,1916
ENTERTAINMENT,4.2,32458,18000.0,5000000,Everyone,2.2,4.1 and up,Entertainment,1932
ENTERTAINMENT,4.5,235496,13000.0,10000000,Everyone,1.2.0,4.1 and up,Entertainment,1892
ENTERTAINMENT,4.7,11661,4000.0,1000000,Everyone,1.1.3.2,4.0.3 and up,Entertainment,1907
ENTERTAINMENT,4.5,653008,16000.0,10000000,Everyone,9.1.4,4.4 and up,Entertainment,1931
ENTERTAINMENT,4.5,23063,17000.0,1000000,Everyone,1.0.9,4.1 and up,Entertainment,1887
ENTERTAINMENT,3.4,87384,14000.0,10000000,Everyone,Varies with device,Varies with device,Entertainment,2575
ENTERTAINMENT,4.2,411683,24000.0,50000000,Teen,3.0.231.18141,4.1 and up,Entertainment,1888
ENTERTAINMENT,4.3,8918,14000.0,1000000,Everyone,1.7,4.4 and up,Entertainment,1900
ENTERTAINMENT,4.2,501498,12000.0,100000000,Teen,Varies with device,Varies with device,Entertainment,1895
ENTERTAINMENT,4.6,2133296,14000.0,50000000,Teen,Varies with device,Varies with device,Entertainment,1890
ENTERTAINMENT,4.1,29690,78000.0,1000000,Teen,2.3.34 Prod,4.3 and up,Entertainment,1887
ENTERTAINMENT,4.2,130549,14000.0,5000000,Teen,2.08.78.2,4.1 and up,Entertainment,1924
ENTERTAINMENT,4.2,613059,25000.0,50000000,Everyone,18.07.0,4.1 and up,Entertainment,1895
ENTERTAINMENT,4.3,1633682,57000.0,100000000,Everyone,3.5.2.2,4.1 and up,Entertainment,1918
ENTERTAINMENT,4.4,42050,14000.0,1000000,Teen,Varies with device,Varies with device,Entertainment,1887
ENTERTAINMENT,3.9,2646,9100.0,100000,Teen,2.2.0,4.2 and up,Entertainment,2057
ENTERTAINMENT,4.1,21867,39000.0,1000000,Teen,2.19.0,5.0 and up,Entertainment,1909
ENTERTAINMENT,4.3,32732,14000.0,1000000,Everyone,Varies with device,Varies with device,Entertainment,1902
ENTERTAINMENT,4.5,653008,16000.0,10000000,Everyone,9.1.4,4.4 and up,Entertainment,1931
ENTERTAINMENT,4.6,243747,14000.0,10000000,Teen,Varies with device,Varies with device,Entertainment,1888
ENTERTAINMENT,3.6,2639,8500.0,100000,Everyone,2.9.43,6.0 and up,Entertainment,2064
ENTERTAINMENT,4.3,1511,12000.0,100000,Everyone,2.1.1,4.1 and up,Entertainment,1940
ENTERTAINMENT,4.3,44550,72000.0,1000000,Everyone,6.18.3,5.0 and up,Entertainment,1903
ENTERTAINMENT,4.2,501497,12000.0,100000000,Teen,Varies with device,Varies with device,Entertainment,1895
ENTERTAINMENT,4.4,5456208,14000.0,100000000,Teen,Varies with device,Varies with device,Entertainment,1890
ENTERTAINMENT,4.1,7813,14000.0,500000,Teen,Varies with device,Varies with device,Entertainment,1894
ENTERTAINMENT,4.1,1033,16000.0,100000,Teen,Varies with device,Varies with device,Entertainment,1894
